,example_english,example_korean
925,My doctor will treat my cold very well.,나의 의사가 감기를 아주 잘 치료해요.
926,My mother always treats me kindly at home.,어머니는 집에서 항상 저를 친절하게 대우해요.
927,My mom treats me like her best friend.,엄마가 나를 가장 친한 친구처럼 대접해요.
928,My teacher kindly gave me a special treat.,선생님이 저에게 특별 선물을 주셨어요.
929,Students wear blue uniforms at school every day.,학생들은 학교에서 파란 교복을 매일 입어요.
930,All students wear their uniform every school day.,모든 학생은 학교에서 교복을 입어요.
931,The colors in the sunny garden are uniform.,햇살이 비치는 정원의 색은 균일해요.
932,Each unit is always one very tiny entity.,각 개체는 항상 하나의 아주 작은 개체에요.
933,A unit is one part of a group.,한 단위는 그룹의 한 부분이에요.
934,She collects various stamps from several different countries.,그녀는 여러 가지의 우표를 여러 나라에서 수집해요.
935,"My drawing always has a bright, fun background.",내 그림은 항상 밝고 재미있는 배경을 가지고 있어요.
936,The bright blue balloon floats in the park.,밝은 파란 풍선이 공원에서 떠다니고 있어요.
937,Our awesome band plays fun music at school.,우리 멋진 밴드는 학교에서 즐거운 음악을 연주해요.
938,She wore a colorful band around her head.,그녀는 머리에 화려한 띠를 착용했어요.
939,I wear a pretty band on my wrist.,나는 내 손목에 예쁜 팔찌를 차고 있어요.
940,Our band sings songs as a happy group.,우리 무리는 노래를 부르는 즐거운 무리예요.
941,The green bean is in my salad now.,초록 콩은 내 샐러드에 있어요.
942,My heart beats very fast when I run.,내 심장은 달릴 때 아주 빠르게 뛰어요.
943,The boy beats the ball with his fist.,소년은 주먹으로 공을 때려요.
944,Our team can beat many tough teams today.,우리 팀은 오늘 많은 힘든 팀들을 이길 수 있어요.
945,I quickly beat the eggs into smooth batter.,나는 계란을 빠르게 휘젓어 부드러운 반죽을 만들어요.
946,My team beat their team in soccer match.,내 팀이 상대 팀을 축구 경기에서 이겼어요.
947,The officer walked his beat every night safely.,경찰관은 매일 밤 그의 순찰 구역을 걷어요.
948,Drummers always keep the beat in every song.,드러머들은 항상 모든 노래의 박자를 지켜요.
949,I can easily bend my small green branch.,나는 내 작은 초록 가지를 쉽게 구부릴 수 있어요.
950,You must not bend your will under pressure.,당신의 의지를 굽히지 마세요.
951,The tiny bug may bite my finger today.,오늘 작은 벌레가 내 손가락을 물 수 있어요.
952,The dog's painful bite hurt my small arm.,개에게 물린 상처가 팔에 아파요.
953,Please take one small bite of your sandwich.,제발 샌드위치를 한 입 먹어 보세요~
954,I always enjoy a bite of simple food.,저는 간단한 음식을 한입 먹어요~요.
955,This paper is blank and ready for drawing.,이 종이는 공백이고 그림을 그릴 준비가 되었어요.
956,Mama will blanket her baby with warm love.,엄마가 아기를 따뜻하게 덮을 거예요.
957,I sleep with my soft blanket every night.,나는 매일 밤 부드러운 담요와 함께 자요.
958,The blind on the window stops strong sunlight.,창문에 치는 블라인드가 강한 햇빛을 막아요.
959,My blind friend walks with his white cane.,내 눈이 먼 친구는 흰 지팡이로 걷어요.
960,She showed blind loyalty to her best friend.,그녀는 최고의 친구에게 맹목적인 충성을 보였어요.
961,I block the door with my small hand.,나는 작은 손으로 문을 막아요.
962,I see a big block of wood today.,오늘 나는 큰 나무 덩어리를 봐요.
963,The child builds a tower with one block.,아이는 하나의 블록으로 탑을 쌓아요.
964,"I build a tall, fun tower with blocks.",나는 블록으로 키 큰 재미있는 탑을 쌓아요.
965,The pretty blonde girl is reading a book.,예쁜 금발 머리 소녀가 책을 읽어요.
966,The gust of wind can gently blow balloons.,강한 바람이 풍선을 살짝 불어 보내요.
967,Now the strong wind starts to blow quickly.,지금 강한 바람이 빨리 불기 시작해요.
968,The boxer landed a fatal blow to rival.,복서가 상대에게 치명적인 강타를 날렸어요.
969,The water will surely boil on the stove.,물이 난로 위에서 꼭 끓어요.
970,I boil water very quickly to cook pasta.,나는 항상 물을 아주 빨리 삶아 파스타를 만들어요.
971,My red ball can bounce on the grass.,내 빨간 공은 잔디에서 튀어요.
972,The ball can bounce on the soft floor.,공은 부드러운 바닥에서 위아래로 흔들거릴 수 있어요.
973,"Soft sound bounces off the large, cool wall.","부드러운 소리 큰, 시원한 벽에서 산란해요."
974,My check may bounce if funds are low.,내 수표는 자금이 부족하면 부도가 날 수 있어요.
975,The little yellow ball shows a joyful bounce.,작은 노란 공이 항상 즐거운 활기를 보여주고 있어요.
976,She placed a blue bowl on the table.,그녀는 파란 사발을 테이블 위에 놓았어요.
977,I use my dark bowl for breakfast cereal.,저는 어두운 그릇을 아침 시리얼에 사용해요.
978,My smart brain always helps me make decisions.,나의 똑똑한 뇌는 항상 결정을 도와줘요.
979,The branch slowly broke off from the tree.,가지가 천천히 나무에서 떨어졌어요.
980,My bank branch is very near my school.,제 은행 지점은 제 학교 근처에 있어요.
981,The small metal cage holds my pet bird.,작은 금속 새장이 내 소중한 애완 새를 지켜줘요.
982,I calm my brother when he is upset.,나는 동생을 진정시켜요.
983,The calm cat sleeps under the warm sun.,고요한 고양이가 따뜻한 햇빛 아래에 자고 있어요.
984,My friend is always calm before big exams.,내 친구는 항상 침착해 큰 시험 전에요.
985,Seoul is the amazing capital of South Korea.,서울은 한국의 멋진 수도에요.
986,Our company always needs ample capital for growth.,우리 회사는 항상 충분한 자본이 필요해요.
987,Each new sentence begins with a capital letter.,각 문장은 대문자로 시작해요.
988,Lawyers discuss capital punishment in the court room.,변호사들이 법정에서 사형의 처벌을 토론해요.
989,The brave captain leads his crew on duty.,용감한 대위가 그의 승무원을 이끌어요.
990,Our captain guides the crew on the ship.,우리 선장은 배에서 승무원을 이끌어요.
991,She steadily built her career with hard work.,그녀는 꾸준히 노력하여 경력을 쌓았어요.
992,My father has a long career in business.,우리 아버지는 비즈니스 분야의 직업을 가지고 있어요.
993,She plans her career with care and hope.,그녀는 진로를 신중하게 계획해요.
994,My small blue carpet is under the table.,내 작은 파란 카펫이 탁자 밑에 있어요.
995,The old castle stands proudly on the hill.,오래된 성이 언덕 위에 당당히 서 있어요.
996,Loud music can cause serious headaches in children.,시끄러운 음악은 어린이에게 심각한 두통을 야기시켜요.
997,Bad weather can cause accidents on busy roads.,나쁜 날씨는 바쁜 도로에서 사고를 야기할 수 있어요.
998,Many people actively support our important political cause.,많은 사람들이 우리 중요한 정치적 대의명분을 지지해요.
999,My favorite TV channel always shows fun cartoons.,내가 좋아하는 TV 채널은 항상 재미있는 만화를 보여요.
1000,The channel is very narrow between two islands.,그 해협은 아주 좁아요 두 섬 사이에 있어요.
1001,I use this channel to show my feelings.,나는 이 수단을 사용하여 내 감정을 보여요.
1002,Little dogs chase playful cats every sunny day.,작은 강아지들이 맑은 날에 장난꾸러기 고양이를 쫓아요.
1003,She will chase her happy dreams every day.,그녀는 행복한 꿈을 매일 추구해요.
1004,"Every morning, my teacher gently touches my cheek.",매일 아침에 선생님이 제 뺨을 부드럽게 만져요.
1005,The teacher will cheer you to get stronger.,선생님은 당신이 더 강해지도록 힘을 복돋워 줄 거예요.
1006,Our fans cheer for our team on weekends.,우리 팬들이 주말에 우리 팀을 응원해요.
1007,Our excited fans' cheer was very loud today.,우리 열광하는 팬들의 환호가 아주 크게 들렸어요.
1008,The puppy loves to chew his crunchy bone.,강아지는 바삭한 뼈를 씹는 것을 좋아해요.
1009,The computer chip is in the new phone.,컴퓨터 칩은 새 핸드폰 안에 있어요.
1010,I share a chip with my friend today.,오늘 친구와 얇게 썬 과자를 나눠 먹어요.
1011,My friend happily made a perfect choice today.,내 친구는 기쁘게 완벽한 선택을 했어요.
1012,I often go to the cinema on Saturday.,나는 토요일에 자주 영화관에 가요.
1013,Every smart citizen always obeys the local rules.,모든 똑똑한 시민은 항상 지역 규칙을 지켜요.
1014,Please click the red button to open it.,빨간 버튼을 클릭해서 열어요.
1015,I hear a click from the computer mouse.,나는 컴퓨터 마우스에서 딸깍 소리를 들어요.
1016,The cliff beside the sea is very dangerous.,바다 옆 절벽은 매우 위험해요.
1017,The detective found one useful clue this morning.,탐정은 오늘 아침 유용한 실마리를 찾았어요.
1018,I found a small clue in the room.,나는 방에서 작은 단서를 찾았어요.
1019,The old coach moves slowly on quiet roads.,오래된 사륜마차가 조용한 도로를 천천히 움직여요.
1020,The coach always helps his team perform well.,코치가 그의 팀이 잘 할 수 있도록 항상 도와요.
1021,Coal heats our houses on cold winter days.,석탄은 우리의 집을 추운 겨울에 데워요.
