fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The roller coaster gave me a strange ______.,롤러코스터가 나에게 이상한 [[느낌]]을 주었어요.,sensation,Rearrange these letters!: S N I T O E N S A,다음 글자들을 재배열 해보세요!: S N I T O E N S A
"During the busy evening, the waiters ___ the guests with attentive care.","바쁜 저녁 시간 동안, 종업원들이 손님들에게 [[근무]]하며 친절하게 응대했어요.",serve,It starts with 's'!,s로 시작하는 단어예요!
The waiter will ___ the food to the guests.,웨이터는 손님들에게 음식을 [[제공]]할 거예요.,serve,Rearrange these letters!: V E S E R,다음 글자들을 재배열 해보세요!: V E S E R
The waiter will ___ the food to the customers.,웨이터는 고객들에게 음식을 [[제공]]할 거예요.,serve,Rearrange these letters!: E S V R E,다음 글자들을 재배열 해보세요!: E S V R E
A reliable mentor ___ as a pillar of support for students.,신뢰할 수 있는 멘토는 학생들에게 큰 [[도움]]을 주었어요.,serve,Rearrange these letters!: E V S R E,다음 글자들을 재배열 해보세요!: E V S R E
"At the banquet, the chef will ___ delicious dishes to all the guests.",연회에서 요리사는 모든 손님들에게 맛있는 음식을 [[대접]]했어요.,serve,Rearrange these letters!: V E S R E,다음 글자들을 재배열 해보세요!: V E S R E
The hall ___ed as a temporary shelter during the storm.,그 홀은 폭풍우 동안 임시 피난처로 [[역할]]했어요.,serve,Rearrange these letters!: E V R S E,다음 글자들을 재배열 해보세요!: E V R S E
"During the match, his _____ was nearly impossible to return.",경기 중에 그의 [[서브]]는 상대방이 리턴하기 어려웠어요.,serve,It has 5 letters!,5글자예요!
The company decided to ___ its headquarters to a more central location.,회사는 본사를 더 중심적인 지역으로 [[옮기]]었어요.,shift,It has 5 letters!,5글자예요!
The captain decided to ___ the ship's course to avoid the storm.,선장은 폭풍을 피하기 위해 배의 [[방향을 바꾸다]] 했어요.,shift,Rearrange these letters!: F T I H S,다음 글자들을 재배열 해보세요!: F T I H S
The company experienced a dramatic ___ in its management.,회사는 경영에 있어 급격한 [[변화]]를 겪었어요.,shift,Rearrange these letters!: I F T S H,다음 글자들을 재배열 해보세요!: I F T S H
He was assigned to the morning ___ today.,그는 오늘 아침 [[교대 근무]]를 맡았어요.,shift,It starts with 's'!,s로 시작하는 단어예요!
"When the ship struck the iceberg, it started to ____ quickly.",배가 빙산에 부딪혀 서서히 [[가라앉]]기 시작했어요.,sink,It has 4 letters!,4글자예요!
He managed to ____ the ball into the hole.,그는 공을 구멍에 [[넣]]었어요.,sink,Rearrange these letters!: I N K S,다음 글자들을 재배열 해보세요!: I N K S
"After the scandal, the company's stock prices began to ___.","스캔들 이후, 회사의 주가가 서서히 [[줄어들]]어요.",sink,Rearrange these letters!: K N I S,다음 글자들을 재배열 해보세요!: K N I S
"After brushing her teeth, she cleaned her hands at the ___.",양치한 후에 그녀는 손을 [[세면대]]에서 씻었어요.,sink,Rearrange these letters!: K I N S,다음 글자들을 재배열 해보세요!: K I N S
The chef washed his hands in the ___.,요리사는 손을 [[흡수대]]에서 씻었어요.,sink,Rearrange these letters!: I K N S,다음 글자들을 재배열 해보세요!: I K N S
The reporter described the unfolding ______ as both critical and alarming.,기자가 펼쳐지는 [[상황]] 을 심각하게 보도했어요.,situation,Rearrange these letters!: T I N O T U I A S,다음 글자들을 재배열 해보세요!: T I N O T U I A S
"If left out in the sun, the food will ___.",햇빛에 오래 두면 음식이 ___해져요.,spoil,Rearrange these letters!: O I L P S,다음 글자들을 재배열 해보세요!: O I L P S
"If you leave the milk out, it will ____ quickly.",우유는 밖에 내버려두면 빨리 [[망치]]어요.,spoil,Rearrange these letters!: L I O P S,다음 글자들을 재배열 해보세요!: L I O P S
"After the battle, the soldiers gathered the ___.","전투 후, 병사들은 얻은 [[전리품]]을 가져갔어요.",spoil,Rearrange these letters!: L O I S P,다음 글자들을 재배열 해보세요!: L O I S P
The farmer decided to ___ fertilizer evenly across his fields.,농부는 밭에 비료를 ___했어요.,spread,Rearrange these letters!: R E A D P S,다음 글자들을 재배열 해보세요!: R E A D P S
The children decided to ___ the map on the table.,아이들이 탁자 위에 지도를 [[펴]]었어요.,spread,Rearrange these letters!: R D P E A S,다음 글자들을 재배열 해보세요!: R D P E A S
He will ___ the news on the radio.,그는 라디오로 소식을 [[퍼트리]]었어요.,spread,Rearrange these letters!: D R E A P S,다음 글자들을 재배열 해보세요!: D R E A P S
"During the wildfire, the flames ______ rapidly and engulfed the forest.",산불로 인해 불길이 숲에 [[퍼지]]었어요.,spread,Rearrange these letters!: D S R A E P,다음 글자들을 재배열 해보세요!: D S R A E P
She decided to ___ the jam evenly on the toast.,그녀는 잼을 고르게 [[펴 바르다]]했어요.,spread,Rearrange these letters!: R A D S E P,다음 글자들을 재배열 해보세요!: R A D S E P
The sudden ___ of rumors baffled everyone in the town.,그 소문은 마을 전체에 [[전파]]되었어요.,spread,Rearrange these letters!: D R A P S E,다음 글자들을 재배열 해보세요!: D R A P S E
My favorite ___ for bread is delicious.,내가 제일 좋아하는 [[빵에 발라 먹는 식품]]은 정말 맛있어요.,spread,It starts with 's'!,s로 시작하는 단어예요!
The secret agent was sent to ___ on the enemy’s movements.,비밀 요원이 적의 움직임을 [[염탐]]하기 위해 보내졌어요.,spy,It starts with 's'!,s로 시작하는 단어예요!
"During the covert operation, the undercover ___ collected confidential information.","비밀 작전 중, 선별된 [[스파이]]가 기밀 정보를 수집했어요.",spy,It has 3 letters!,3글자예요!
The document clearly ___ the terms and conditions set forth by the company.,문서는 회사가 정한 약관들을 ___해요.,state,It starts with 's'!,s로 시작하는 단어예요!
The witness will ___ exactly what he observed during the trial.,증인은 재판 중에 본 그대로 [[진술]]할 거예요.,state,Rearrange these letters!: T E S T A,다음 글자들을 재배열 해보세요!: T E S T A
"During the lecture, the scientist ______ the experimental results.",과학자는 강의 중에 실험 결과를 [[서술]]했어요.,state,Rearrange these letters!: T A E T S,다음 글자들을 재배열 해보세요!: T A E T S
The president aims to improve the ___ through reforms.,대통령은 개혁을 통해 [[국가]]를 발전시키고자 해요.,state,Rearrange these letters!: T A T S E,다음 글자들을 재배열 해보세요!: T A T S E
The patient's ___ was monitored carefully.,환자의 ___를 주의 깊게 관찰했어요.,state,It has 5 letters!,5글자예요!
"During their road trip, the family visited every ___ along the coast.",가족은 해안선을 따라 모든 [[주]]를 방문했어요.,state,Rearrange these letters!: T E S A T,다음 글자들을 재배열 해보세요!: T E S A T
The supermarket has a wide ___ of fresh produce.,슈퍼마켓에는 신선한 농산물의 넉넉한 [[재고]]가 있습니다.,stock,Rearrange these letters!: T O K C S,다음 글자들을 재배열 해보세요!: T O K C S
The trader carefully analyzed the ___ before investing his money.,그 트레이더는 투자하기 전에 [[주식]]을 주의 깊게 분석했어요.,stock,Rearrange these letters!: T O C K S,다음 글자들을 재배열 해보세요!: T O C K S
"At the farm, the farmer tends to his ___.",농장에는 농부가 자신의 [[가축]]을 돌봐요.,stock,Rearrange these letters!: T C K O S,다음 글자들을 재배열 해보세요!: T C K O S
"Before starting the exercise, you should ___ your arms and legs to warm up.","운동을 시작하기 전에, 팔과 다리를 준비하기 위해 [[뻗어나가다]] 해야 해요.",stretch,It starts with 's'!,s로 시작하는 단어예요!
"Before exercising, make sure you ___ properly to avoid injury.",운동하기 전에 부상을 방지하기 위해 근육을 [[잡아 늘이다]] 해요.,stretch,Rearrange these letters!: T R E H T C S,다음 글자들을 재배열 해보세요!: T R E H T C S
"After a long run, he decided to ___ his muscles to cool down.","오랜 달리기 후에, 그는 근육을 식히기 위해 몸을 쭉 [[뻗다]].",stretch,Rearrange these letters!: T C H S T R E,다음 글자들을 재배열 해보세요!: T C H S T R E
"After a long run, I always ___ my muscles to prevent injury.","오랜 달리기 후에, 나는 부상을 막기 위해 근육을 [[스트레칭]]해요.",stretch,Rearrange these letters!: C T S E H R T,다음 글자들을 재배열 해보세요!: C T S E H R T
"After a long drive, they admired the beautiful ______ of the countryside.","장시간 운전 후, 그들은 시골의 아름다운 [[길게 뻗은 지역,해협]]을 감상했어요.",stretch,Rearrange these letters!: T R C S E H T,다음 글자들을 재배열 해보세요!: T R C S E H T
Critics argued that his analysis was nothing more than a ___ of the facts.,비평가들은 그의 분석이 단지 사실의 [[과장]]에 불과하다고 주장했어요.,stretch,Rearrange these letters!: T R H S E C T,다음 글자들을 재배열 해보세요!: T R H S E C T
The outfit ___s her perfectly.,그 옷은 그녀에게 [[적합]]해요.,suit,Rearrange these letters!: T S I U,다음 글자들을 재배열 해보세요!: T S I U
I believe this jacket ___ you well.,저 재킷은 당신에게 [[맞]]아요.,suit,It has 4 letters!,4글자예요!
This jacket will ___ you perfectly.,이 재킷은 당신에게 [[어울리]]어요.,suit,It has 4 letters!,4글자예요!
The company faced a ___ over the defective product.,회사는 결함 있는 제품으로 인해 [[소송]]을 당했어요.,suit,Rearrange these letters!: U I T S,다음 글자들을 재배열 해보세요!: U I T S
He looked very professional in his ______ during the meeting.,그는 회의에서 [[정장]] 한 벌을 입었어요.,suit,Rearrange these letters!: I T U S,다음 글자들을 재배열 해보세요!: I T U S
"During the military exercise, the unit received a vital ______ to maintain their operations.",군대는 새로운 [[보급품]]을 받았어요.,supply,Rearrange these letters!: P U Y S P L,다음 글자들을 재배열 해보세요!: P U Y S P L
The detective began to ___ that the clues were misleading.,탐정은 단서들이 혼동을 준다고 [[추측]]하기 시작했어요.,suspect,It has 7 letters!,7글자예요!
Plants ___ to grow towards the sunlight.,식물들은 햇빛을 향해 자라는 [[경향]]이 있어요.,tend,Rearrange these letters!: N D E T,다음 글자들을 재배열 해보세요!: N D E T
They decided to ___ a memorable party to celebrate their achievement.,그들은 성취를 축하하기 위해 잊지 못할 파티를 [[열다]]기로 결정했어요.,throw,It starts with 't'!,t로 시작하는 단어예요!
The pitcher will ____ the ball.,투수는 공을 [[던지]]했어요.,throw,It has 5 letters!,5글자예요!
The old sign was made of ___ to give it a vintage look.,오래된 간판은 [[양철]]로 만들어져 빈티지한 느낌을 줘요.,tin,Rearrange these letters!: N I T,다음 글자들을 재배열 해보세요!: N I T
The recycling bin was full of empty ___.,재활용 통에는 빈 [[깡통]]이 가득했어요.,tin,It has 3 letters!,3글자예요!
"After diagnosis, the doctor will ___ the patient.","진단 후, 의사는 환자를 [[치료]]해요.",treat,It starts with 't'!,t로 시작하는 단어예요!
