,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,1125,중1,6,excuse,"변명,이유",2,명사,7329,4165,[ikskjú:s],"She offered a poor excuse for her unexplained absence, claiming she was unexpectedly ill today.","그녀는 설명할 수 없는 결석에 대해 빈약한 이유를 대며, 오늘 갑작스러운 병 때문이라고 주장했어요.",TRUE,,,
중고등1200,1126,중1,6,expect,"기대하다,예상하다",1,동사,592,930,[ikspékt],I really expect that the skilled team will perform remarkably well during this upcoming challenge.,나는 숙련된 팀이 이번 도전에서 뛰어난 성과를 낼 것이라고 진심으로 기대하고 있어요.,TRUE,,,
중고등1200,1127,중1,6,expect,기다리다,1,동사,9354,25451,[ikspékt],"I expect our train to arrive on time, so I patiently wait at the busy station.","저는 우리 기차가 제 시간에 도착할 것으로 기대하고, 그래서 붐비는 역에서 인내심 있게 기다려요.",TRUE,,,
중고등1200,1128,중1,6,expensive,비싼,3,형용사,1632,2701,[ikspénsiv],"At the trendy downtown restaurant, the chef carefully prepared expensive gourmet dishes for his guests.",도심의 트렌디한 레스토랑에서 셰프가 비싼 고급 요리를 조심스럽게 준비했어요.,TRUE,,,
중고등1200,1129,중1,6,experience,경험하다,1,동사,248,19214,[ikspíəriəns],I genuinely want to experience new cultures and create unforgettable memories during my summer travels.,나는 진심으로 새로운 문화를 경험하고 여름 여행 동안 잊을 수 없는 추억을 만들고 싶어요.,TRUE,,,
중고등1200,1130,중1,6,explain,설명하다,1,동사,8217,3062,[ikspléin],The teacher took time to carefully explain the new scientific concept to the curious students.,선생님은 호기심 많은 학생들에게 새로운 과학 개념을 신중하게 설명했어요.,TRUE,,,
중고등1200,1131,중1,6,fair,시장,2,명사,2058,18382,[fέər],"We visited the local fair last weekend, where many enthusiastic vendors displayed their handmade products.","지난 주말, 많은 열정적인 상인들이 그들의 손으로 만든 제품들을 전시한 지역 시장을 방문했어요.",TRUE,,,
중고등1200,1132,중1,6,fair,전시회,2,명사,8378,17467,[fέər],"During summer, the art fair impressively showcased beautiful contemporary installations, interactive displays, and inspiring exhibits.","여름 동안, 그 예술 전시회는 아름다운 현대 설치미술, 인터랙티브 전시물 및 감동적인 전시품들을 인상적으로 선보였어요.",TRUE,,,
중고등1200,1133,중1,6,fair,"축제 마당,풍물 장터",2,명사,13361,28734,[fεər],"When I visited the fair, I enjoyed delicious treats and lively music with local bands.","축제 마당을 찾았을 때, 맛있는 간식과 활기찬 음악을 즐겼어요.",TRUE,,,
중고등1200,1134,중1,6,fair,아름다운,3,형용사,3722,17782,[fέər],The young princess had a fair smile that radiated exceptional beauty during every public event.,젊은 공주님은 모든 공개 행사에서 아름다운 미소로 뛰어난 미모를 발산하셨어요.,TRUE,,,
중고등1200,1135,중1,6,fair,화창한,3,형용사,4100,19563,[fέər],"The fair weather cleared hearts, inviting everyone to spend a relaxing day at the park.",화창한 날씨가 마음을 편안하게 해주어 모두가 공원에서 편안한 하루를 즐길 수 있도록 초대했어요.,TRUE,,,
중고등1200,1136,중1,6,fair,분별 있는,3,형용사,8122,30656,[fεər],"Our teacher always provides a fair evaluation on our work, ensuring unbiased and balanced grades.",우리 선생님은 항상 우리 작업에 대해 분별 있는 평가를 제공하시어 편견 없이 공정한 점수를 주셨어요.,TRUE,,,
중고등1200,1137,중1,6,fair,공평한,3,형용사,8173,614,[fέər],Her fair attitude during the meeting successfully helped everyone participate and share their opinions equally.,그녀의 공평한 태도는 회의 중에 모든 사람이 성공적으로 참여하고 의견을 나누도록 도와줬어요.,TRUE,,,
중고등1200,1138,중1,6,fair,"공정한,공평한",3,형용사,8173,17144,[fέər],The judge delivered a fair decision in the courtroom after careful examination of the evidence.,판사는 증거를 꼼꼼히 살핀 후 법정에서 공정한 판결을 내렸어요.,TRUE,,,
중고등1200,1139,중1,6,fashion,"만들다,만들어내다",1,동사,8181,25650,[fǽʃən],The local tailor will fashion elegant costumes from recycled fabric for the lively annual festival.,지역 재단사는 활기찬 연례 축제를 위해 재활용된 천으로 우아한 의상을 만들어내요.,TRUE,,,
중고등1200,1140,중1,6,fashion,유행,2,명사,8312,4358,[fǽʃən],"The latest fashion trends greatly influence how people choose to dress, reflecting their unique personal style.",최신 유행은 사람들이 옷을 선택하는 데 큰 영향을 미치며 그들의 독특한 개성을 반영하고 있어요.,TRUE,,,
중고등1200,1141,중1,6,fashion,패션,2,명사,12372,16811,[fǽʃən],She admired the dramatic transformation in fashion during global festivals because it invigorated her perspective.,그녀는 전 세계 축제에서 패션의 극적인 변화를 감탄하며 그것이 그녀의 시각에 활력을 불어넣었어요.,TRUE,,,
중고등1200,1142,중1,6,fashion,방식,2,명사,14325,17145,[fǽʃən],He explained the process in a unique fashion that impressed everyone in the technical meeting.,그는 기술 회의에서 모두에게 감명을 준 독특한 방식으로 절차를 설명했어요.,TRUE,,,
중고등1200,1143,중1,6,fault,결점,2,명사,259,402,[fɔ́:lt],"The team's only fault was neglecting minor details, which eventually led to significant errors and delays.","그 팀의 유일한 결점은 작은 디테일을 소홀히 한 것으로, 결국 큰 실수와 지연을 초래했어요.",TRUE,,,
중고등1200,1144,중1,6,fault,단층,2,명사,16481,27284,[fɔːlt],"The geologists observed the fault running through the mountain range, revealing a significant earth shift.","지질학자들은 산맥을 가로지르는 단층을 관찰하며, 중요한 지각 변동의 증거를 발견했어요.",TRUE,,,
중고등1200,1145,중1,6,fault,잘못,3,형용사,9694,17146,[fɔ́:lt],"I recognized that the mistake was not solely my fault, but also a group error.",저는 그 실수가 단지 제 잘못만이 아니라 단체의 실수임을 깨달았어요.,TRUE,,,
중고등1200,1146,중1,6,feed,먹이다,1,동사,1156,1864,[fí:d],"Every morning, the chef decided to feed the adorable puppies food to keep them strong.","매일 아침, 요리사는 사랑스러운 강아지들에게 음식을 줘서 그들을 튼튼하게 만들었어요.",TRUE,,,
중고등1200,1147,중1,6,feed,음식을 주다,1,동사,1156,25655,[fí:d],Every single morning I feed the stray cats with leftover food provided from my kitchen.,매일 아침마다 부엌에서 남은 음식을 이용하여 길고양이들에게 음식을 줘요.,TRUE,,,
중고등1200,1148,중1,6,feed,먹이다,1,동사,4818,20867,[fí:d],"Every morning, I carefully feed the stray dog near my house before leaving for work.","매일 아침마다, 저는 집 근처에서 길 잃은 개에게 따뜻한 음식을 먹여 주기 전에 신중하게 확인해요.",TRUE,,,
중고등1200,1149,중1,6,feed,(가족을) 부양하다,1,동사,9676,22972,[fíːd],"Every day, he tirelessly works extra hours to feed his family and secure their future.",매일 그는 지치지 않고 추가 근무하여 가족을 부양하고 그들의 미래를 보장해요.,TRUE,,,
중고등1200,1150,중1,6,feed,넣다,1,동사,9725,20866,[fí:d],The technician gently feeds the paper into the printer to make sure printing is flawless.,기술자는 종이를 프린터에 조심스럽게 넣어 인쇄가 완벽하게 이루어지도록 해요.,TRUE,,,
중고등1200,1151,중1,6,feed,송신하다,1,동사,10102,19969,[fí:d],"Each evening, skilled engineers feed updated commands into the system for efficient wireless signal transmission.","매일 저녁, 숙련된 엔지니어들이 효율적인 무선 신호 송신을 위해 업데이트된 명령을 시스템에 송신해요.",TRUE,,,
중고등1200,1152,중1,6,fever,"열,열병",2,명사,2387,3925,[fí:vər],"During the cold winter evening, she developed a persistent fever that greatly concerned her family.",추운 겨울 저녁에 그녀는 집요한 열이 생겨 가족 모두가 크게 걱정했어요.,TRUE,,,
중고등1200,1153,중1,6,final,결승전,2,명사,6217,21514,[fáinl],"After several exhausting rounds, our team made it to the final, where victory awaited us.",여러 치열한 경기 후에 우리 팀은 결승전에 도달하여 결국 승리를 거두었어요.,TRUE,,,
중고등1200,1154,중1,6,final,기말시험,2,명사,15862,25658,[fáinl],I studied intensely every evening since my final exam determined my grade and future opportunities.,나는 기말시험이 내 성적과 미래 기회를 결정했기 때문에 매일 저녁 열심히 공부했어요.,TRUE,,,
중고등1200,1155,중1,6,final,최종의,3,형용사,3458,5738,[fáinl],"After many long debates, the board announced that the final decision was irreversible and binding.",많은 긴 토론 끝에 이사회는 최종 결정이 되돌릴 수 없고 구속력이 있다고 발표했어요.,TRUE,,,
중고등1200,1156,중1,6,fit,적합하다,1,동사,2995,17799,[fít],The new dress will fit perfectly because the design is very appropriate for the model.,새로운 드레스는 모델의 신체에 완벽히 적합하도록 섬세하게 디자인되고 정교하게 제작되어 모두의 기대에 부응할 정말 거예요.,TRUE,,,
중고등1200,1157,중1,6,fit,(의복 등이) 꼭 맞다,1,동사,8374,3620,[fít],"She tried on a new dress in the store, and it perfectly fit her body.","그녀는 매장에서 새 드레스를 입어 보았고, 그것이 몸에 꼭 맞았어요.",TRUE,,,
중고등1200,1158,중1,6,fit,발작,2,명사,4777,22987,[fít],"During the lengthy lecture, she unexpectedly experienced a severe fit that abruptly interrupted her presentation.",긴 강의 중에 그녀는 예상치 못한 심한 발작을 겪어 갑자기 발표를 중단하게 되었어요.,TRUE,,,
중고등1200,1159,중1,6,fit,"적합한,알맞은",3,형용사,2607,26119,[fít],Her resume was a fit example of qualifications and experience sought by the hiring company.,그녀의 이력서는 채용 회사가 요구한 자격과 경험에 적합한 예시였어요.,TRUE,,,
중고등1200,1160,중1,6,fit,건강한,3,형용사,3428,18400,[fít],"She maintained a fit and active lifestyle by exercising regularly, eating healthily, and sleeping well.",그녀는 규칙적으로 운동하고 건강하게 식사하며 충분히 잠을 자면서 건강하고 활기찬 생활을 유지했어요.,TRUE,,,
중고등1200,1161,중1,6,flash,"뽐내다,과시하다",1,동사,8157,21332,[flǽʃ],"During the party, he decided to flash his new shiny gadget to impress his friends.","파티 동안, 그는 친구들을 감동시키기 위해 새롭고 반짝이는 기기를 뽐내기로 했어요.",TRUE,,,
중고등1200,1162,중1,6,flash,반짝이다,1,동사,14799,21517,[flǽʃ],The tiny stars instantaneously flash brilliantly in the bright night's sky above the peaceful valley.,작은 별들이 평화로운 계곡 위의 밝은 밤하늘에서 순간적으로 반짝이며 빛나요.,TRUE,,,
중고등1200,1163,중1,6,flash,번쩍임,2,명사,1657,2322,[flǽʃ],"The sudden flash of lightning unexpectedly illuminated the vast, dark stormy sky with brilliant intensity.",갑작스러운 번개의 번쩍임이 뜻밖에도 광활한 어두운 폭풍우 하늘을 화려하게 비추었어요.,TRUE,,,
중고등1200,1164,중1,6,flash,(카메라) 플래시,2,명사,12254,16528,[flǽʃ],I always carefully use the camera flash to brighten my photos during very dark evenings.,나는 어두운 저녁에 내 사진들을 밝게 하기 위해 카메라 플래시를 신중하게 사용해요.,TRUE,,,
중고등1200,1165,중1,6,flat,아파트식 주거지,2,명사,2173,28863,[flæt],The flat in the busy downtown complex offered modern comforts and spacious rooms for families.,번화한 시내 복합 건물에 있는 아파트식 주거지는 현대적인 편의시설과 넓은 방들을 가족들에게 제공했어요.,TRUE,,,
중고등1200,1166,중1,6,flat,"평지,평야",2,명사,6795,31189,[flæt],The vast flat provided a smooth covering for the grazing animals on the wide prairie.,넓은 평야는 초원 위의 가축들이 편안하게 풀을 뜯을 수 있게 했어요.,TRUE,,,
중고등1200,1167,중1,6,flat,냉담한,3,형용사,1231,22990,[flǽt],"Her flat reply during the meeting revealed little interest in the project, leaving everyone disappointed.",그녀의 냉담한 대답은 회의 중 프로젝트에 대한 관심 부족을 드러내어 모두를 실망시켰어요.,TRUE,,,
