fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
Good ___ saves lives.,좋은 [[안전]]은 생명을 구해요.,safety,It means being free from danger.,위험하지 않은 상태예요.
The ___ sailed the boat.,그는 배에서 일하는 [[선원]]이에요.,sailor,He works on a boat.,그는 배에서 일해요.
I ate ___ for lunch.,나는 점심으로 [[샐러드]] 먹었어요.,salad,It is a cold dish with vegetables.,채소로 만든 차가운 음식이에요.
The store had a ___ today.,가게에 오늘 [[판매]] 있었어요.,sale,It is when items are offered at a reduced price.,물건을 싸게 팔 때 사용하는 말이에요.
The ___ smiled at every customer.,그 [[판매원]]이 모든 손님에게 미소 지었어요.,salesperson,This is someone whose job is to sell items.,물건을 파는 일을 하는 사람이에요.
She cooks ___ in the pan.,그녀는 팬에서 [[연어]]를 요리해요.,salmon,It is a pink fish often eaten for dinner.,저녁 식사로 자주 먹는 분홍빛 생선이에요.
I add ___ to my food.,나는 음식에 [[소금]]을 넣어요.,salt,It makes food taste better.,음식에 맛을 더해요.
I drank ___ water.,나는 [[소금]] 물을 마셨어요.,salt,It is used to season food.,음식에 간을 맞추기 위해 사용해요.
My bag is the ___ as yours.,내 가방은 너와 [[같은]] 거예요.,same,Use this word when two things match.,두 가지가 똑같을 때 이 단어를 써요.
I ___ the wood with care.,나는 조심스럽게 [[사포질]]해요.,sand,You use rough paper to smooth wood surfaces.,나무를 매끄럽게 하기 위해 거친 종이를 사용해요.
The beach has ___.,해변에는 [[모래]] 있어요.,sand,"It is small, grainy stuff found at a beach.",해변에서 볼 수 있는 작은 알갱이예요.
I eat a ___ for lunch.,나는 점심에 [[샌드위치]]를 먹어요.,sandwich,You eat this food with fillings between bread.,빵 사이에 속을 넣어 먹는 음식이에요.
She felt ___ after dinner.,그녀는 저녁 식사 후에 [[만족]]했어요.,satisfaction,You feel calm and happy when your needs are met.,원하는 것이 이루어졌을 때 느끼는 감정이에요.
She is ___ with her work.,그녀는 자신의 일에 [[만족스러워 하는]].,satisfied,How would you feel after eating your favorite meal?,좋아하는 음식을 먹은 후 기분이 어떨까요?
I ate ___ with eggs.,나는 계란과 함께 [[소시지]] 먹었어요.,sausage,"It is a meat product in a long, round shape.",고기가 길고 둥근 모양으로 만들어진 음식이에요.
I ___ money every day.,나는 매일 돈을 [[절약]]해요.,save,It means putting money aside for later.,나중을 위해 돈을 따로 모으는 것을 말해요.
I ___ money for my bike.,나는 내 자전거를 사기 위해 돈을 [[아껴두다]].,save,It means keeping money for later use.,나중에 쓰기 위해 돈을 모아 두는 뜻이에요.
I will ___ my work.,나는 내 작업을 [[저장]]해요.,save,It means to keep something for later use on a computer.,나중에 쓰기 위해 컴퓨터에 보관하는 뜻이에요.
I want to ___ money.,나는 돈을 [[저축]]하고 싶어요.,save,It means to keep money aside for future use.,나중을 위해 돈을 따로 보관하는 것을 뜻해요.
I ___ my file.,나는 파일을 [[저장]]해요.,save,"When finishing work, you do this to keep it safe.","작업을 끝낼 때, 이를 통해 파일을 보관해요."
I put money into my ___ each month.,나는 매달 [[저축]]을 위해 돈을 모아요.,saving,You set money aside for later use.,나중에 쓰기 위해 돈을 따로 모아두는 거예요.
My ___ is important for future.,나의 [[절약]]은 미래를 위해 중요해요.,saving,It is money you put aside for later.,나중을 위해 따로 모아둔 돈이에요.
